"long","lat","coeff","pval","countries","cumDHI","wdpa_prox","ecoregions","sumTotalMammals_300","sumTotalBirds_300","sumTotalAmphibians_300","sumTotalReptiles_300","sumTotalMammals_crit_300","sumTotalBirds_crit_300","sumTotalAmphibians_crit_300","sumTotalReptiles_crit_300","global_wui_sum_Int16","gdp_1990","gdp_2015","gdp_change","gdp_rel_change","continents","biomes","wdpa_categories"
40.754,1.543,27.63,0.2355,17,17,822,638,52,191,6,40,3,9,0,0,0,1198,1697,499,142,2,7,-32768
10.818,22.667,0.25,0,149,8,814,216,15,54,1,21,2,3,0,0,0,906,897,-9,99,2,13,-32768
18.06,-30.977,0.27,0,37,14,976,457,56,177,8,45,3,8,0,1,0,7334,11533,4199,157,2,13,-32768
37.796,9.181,37.26,0.2607,14,32,279,219,79,412,14,37,1,21,0,0,0,652,1530,878,235,2,7,-32768
40.293,-13.755,6.1,0,123,40,210,684,64,309,32,49,3,9,0,0,0,255,800,545,314,2,1,-32768
18.354,10.325,6.48,0.0835,115,29,0,219,79,293,20,47,7,15,0,2,0,1110,2044,934,184,2,7,4
6.92,17.748,26.01,0.0495,149,9,671,598,25,99,3,32,1,7,0,1,0,906,897,-9,99,2,7,-32768
13.195,-8.966,96.64,0,102,18,24,30,69,275,16,55,4,2,0,1,0,4806,6937,2131,144,2,7,-32768
14.279,10.452,-7.74,0.4651,147,17,161,598,76,331,25,65,3,16,0,0,0,2768,2939,171,106,2,7,-32768
37.462,6.422,6.11,0.0317,14,31,42,256,107,454,12,51,4,18,0,0,0,652,1530,878,235,2,10,-32768
38.473,-13.731,3.19,0.0396,123,39,267,811,67,282,35,51,6,7,0,0,0,221,689,468,312,2,7,-32768
-12.144,24.591,0.03,0.1378,28,6,1140,652,18,76,0,22,1,4,0,0,0,3901,7361,3460,189,2,13,-32768
5.535,23.184,2.49,0.0028,122,6,1471,775,26,75,3,28,3,4,0,0,0,10239,13823,3584,135,2,13,-32768
37.112,-6.797,0.25,0.9235,19,43,55,811,137,476,38,61,3,14,0,0,298,1348,2338,990,173,2,7,-32768
-4.193,8.346,3.11,0,96,31,134,292,126,380,28,62,7,11,0,3,0,3220,3290,70,102,2,7,-32768
5.473,11.673,3.27,0,100,27,410,777,75,326,16,54,0,10,0,2,0,2935,5102,2167,174,2,7,-32768
37.96,6.864,3.15,0.0049,14,29,55,638,99,476,9,49,3,20,0,0,0,652,1530,878,235,2,7,-32768
10.325,10.98,4.27,0,100,28,285,777,75,360,25,52,0,11,0,1,0,2296,3305,1009,144,2,7,-32768
20.486,26.721,0.1,0.0185,72,9,2715,216,12,46,0,21,1,5,0,0,0,21805,13321,-8484,61,2,13,-32768
20.433,-32.3,0.17,0,37,12,1782,592,53,179,6,41,2,5,0,0,0,7334,11533,4199,157,2,12,-32768
29.556,19.589,0.16,0.9055,86,9,2542,652,17,83,0,14,2,6,0,0,0,1753,3927,2174,224,2,13,-32768
0.199,9.456,2.99,0,152,30,181,777,104,338,25,66,2,9,0,3,15,1920,3953,2033,206,2,7,-32768
-2.651,5.845,1.33,0,152,48,34,232,132,359,40,75,13,9,1,6,548,1920,3953,2033,206,2,1,-32768
-6.074,25.484,0.08,0.002,164,5,1576,652,12,56,0,15,1,3,0,0,0,2816,3710,894,132,2,13,-32768
21.772,20.352,0.74,0.0066,115,7,1165,652,11,43,0,17,2,3,0,0,0,1110,2044,934,184,2,13,-32768
-1.36,25.174,0.64,6e-04,122,8,2452,652,11,53,0,13,1,3,0,0,0,10239,13823,3584,135,2,13,-32768
6.839,35.001,-2.42,0.5402,122,16,316,426,43,157,4,27,2,6,0,0,0,10239,13823,3584,135,2,12,-32768
9.343,23.268,0.17,0,122,8,1065,216,18,65,1,23,2,4,0,0,0,10239,13823,3584,135,2,13,-32768
24.645,-28.022,0.63,0.2472,37,19,1350,358,62,254,11,48,2,9,0,0,0,7334,11533,4199,157,2,13,-32768
27.883,22.047,0,6e-04,162,8,1941,216,10,47,0,18,1,4,0,0,0,6014,10250,4236,170,2,13,-32768
-4.567,31.206,1.11,0.0035,27,6,417,486,40,133,4,25,1,7,0,0,0,3261,5618,2357,172,2,13,-32768
16.311,-7.589,-4.78,0,102,40,772,819,84,262,15,62,7,2,0,0,0,4806,6937,2131,144,2,7,-32768
31.155,-0.834,3.53,0.2489,133,34,66,818,139,490,19,43,4,16,0,1,426,773,1718,945,222,2,7,-32768
34.745,-21.198,6.02,0,123,33,234,810,85,348,27,58,3,9,0,1,0,265,1249,984,471,2,9,-32768
17.009,6.581,2.26,0.3048,85,39,297,219,83,285,25,83,2,6,0,3,0,943,562,-381,60,2,7,-32768
1.285,23.758,0.63,0,122,8,2613,652,12,63,0,17,2,3,0,0,0,10239,13823,3584,135,2,13,-32768
38.817,9.699,-0.95,0.8011,14,17,406,256,82,394,13,37,2,24,0,0,0,652,1530,878,235,2,10,-32768
29.696,29.513,0,1,162,9,442,486,27,97,0,22,1,7,0,0,0,5906,10003,4097,169,2,13,-32768
-5.055,21.036,0.58,0.0075,98,8,1704,652,12,54,0,17,1,3,0,0,0,893,2285,1392,256,2,13,-32768
26.185,-5.487,9.79,0,32,36,901,674,91,275,12,59,6,2,0,2,0,1268,737,-531,58,2,7,-32768
15.802,-3.605,-18.89,1e-04,31,38,137,819,90,360,24,115,5,2,0,5,0,5257,5993,736,114,2,7,-32768
27.883,14.985,2.16,0,86,9,2441,598,29,173,2,13,2,13,0,1,0,1753,3927,2174,224,2,7,-32768
17.438,23.85,0.18,0.2549,72,9,2389,216,10,40,0,18,2,3,0,0,0,21805,13321,-8484,61,2,13,-32768
26.522,27.479,0,0,162,9,472,216,11,51,0,21,1,4,0,0,0,6014,10250,4236,170,2,13,-32768
18.866,-9.953,-0.1,0.6311,102,36,543,819,91,297,37,68,5,7,0,0,0,4806,6937,2131,144,2,7,-32768
9.321,22.279,0.17,0,122,8,699,652,16,63,1,22,2,3,0,0,0,10239,13823,3584,135,2,13,-32768
11.317,7.351,3.45,0.0156,100,37,0,292,95,384,20,62,6,6,0,2,0,2296,3305,1009,144,2,7,2
29.866,15.069,2.25,0,86,9,2108,598,31,176,3,15,2,12,0,1,0,1753,3927,2174,224,2,7,-32768
40.759,-1.018,8.13,0.0026,17,27,361,501,71,231,7,38,5,7,0,0,0,1198,1697,499,142,2,7,-32768
47.343,27.155,28.35,0,106,9,162,827,17,85,0,25,1,5,0,1,0,35343,50284,14941,142,2,13,-32768
2.252,13.427,5.33,0.0905,149,14,228,777,56,313,13,49,2,14,0,3,680,906,897,-9,99,2,7,-32768
29.19,-17.888,-0.87,0.5867,108,30,352,811,108,393,31,72,2,13,0,0,0,2526,1688,-838,67,2,7,-32768
-2.09,9.437,4.39,0.0115,152,30,0,777,108,353,27,68,7,11,0,3,0,1920,3953,2033,206,2,7,2
32.028,10.937,-2.82,2e-04,86,18,929,598,62,326,7,29,3,20,0,3,0,1753,3927,2174,224,2,7,-32768
13.365,-9.117,35.95,0.0465,102,32,16,30,70,279,18,56,4,3,0,1,343,4806,6937,2131,144,2,7,-32768
50.209,-15.317,1.24,0.0614,182,48,0,397,44,150,49,42,14,14,0,5,0,1661,1373,-288,83,2,1,2
-10.449,6.723,4.79,0,84,43,339,783,111,330,44,72,10,8,0,5,900,873,787,-86,90,2,1,-32768
-5.244,12.947,1.63,0.6248,98,21,186,777,61,317,21,54,0,15,0,2,0,893,2285,1392,256,2,7,-32768
43.007,29.608,-1.84,0.9582,106,9,867,483,18,76,0,21,1,6,0,1,0,35343,50284,14941,142,2,13,-32768
16.969,21.403,34.16,0.0034,115,6,1616,735,15,52,0,22,3,4,0,0,0,1110,2044,934,184,2,13,-32768
19.645,-11.977,12.87,7e-04,102,36,439,31,85,288,38,61,5,7,0,0,0,4806,6937,2131,144,2,7,-32768
31.171,19.456,4.9,0.6666,86,6,2179,652,21,132,0,18,2,9,0,0,0,1753,3927,2174,224,2,13,-32768
49.257,-13.745,8.54,0.001,182,23,98,400,27,118,3,21,4,6,0,1,0,1661,1373,-288,83,2,1,-32768
26.131,-21.963,0.51,0.1556,107,21,427,358,61,272,12,62,4,13,0,0,0,8099,14876,6777,184,2,13,-32768
37.031,-14.028,1.62,0.014,123,32,472,811,74,289,35,56,6,7,0,0,0,188,615,427,327,2,7,-32768
-3.346,13.16,4.21,0.0229,150,20,549,777,65,299,19,50,0,15,0,0,25,821,1562,741,190,2,7,-32768
2.196,8.101,0.68,0.8705,101,31,341,777,103,306,24,72,2,4,0,4,0,1247,1015,-232,81,2,7,-32768
28.575,22.993,0,1,162,8,1591,216,11,49,0,17,1,4,0,0,0,6014,10250,4236,170,2,13,-32768
3.659,36.071,-0.53,0.3573,122,32,181,428,39,181,5,21,2,7,0,0,0,10239,13823,3584,135,2,12,-32768
37.268,9.173,5.79,0.1362,14,30,98,256,88,384,12,36,1,20,0,0,0,652,1530,878,235,2,10,-32768
-5.958,26.031,1.02,0.0012,122,4,1378,774,11,56,0,15,1,3,0,0,0,10239,13823,3584,135,2,13,-32768
-12.683,20.055,-0.25,0.0082,164,7,1222,598,14,78,2,26,1,5,0,0,0,2816,3710,894,132,2,7,-32768
15.085,3.265,1.48,0,147,45,116,525,142,335,59,111,9,2,0,5,0,2768,2939,171,106,2,1,-32768
42.527,4.413,3.41,0,14,11,610,638,51,233,5,55,2,10,0,1,0,652,1530,878,235,2,7,-32768
4.031,22.36,0.43,0.0088,122,7,1718,652,14,64,0,23,2,4,0,0,0,10239,13823,3584,135,2,13,-32768
25.673,-24.329,5.15,0.0075,107,22,408,133,64,321,14,58,5,11,0,0,0,8099,14876,6777,184,2,7,-32768
8.672,14.462,2.73,0.0087,149,14,581,598,42,227,5,35,1,13,0,1,0,906,897,-9,99,2,7,-32768
29.855,17.629,1.34,0,86,8,2622,598,18,109,1,12,2,7,0,0,0,1753,3927,2174,224,2,7,-32768
16.37,-19.373,0.1,3e-04,36,21,0,29,76,307,15,64,8,14,0,0,0,5716,9801,4085,171,2,7,2
28.974,-31.804,36.84,0.3306,37,32,684,204,65,319,22,35,3,9,0,0,900,7334,11533,4199,157,2,7,-32768
18.993,-10.168,-1.21,0.4549,102,36,550,31,91,294,39,71,5,7,0,0,0,4806,6937,2131,144,2,7,-32768
28.556,-1.877,4.77,0,32,38,99,14,153,483,28,94,10,8,0,3,0,1268,737,-531,58,2,1,-32768
30.689,-0.783,3,0.0084,133,34,77,14,138,508,21,51,4,16,0,1,606,773,1718,945,222,2,1,-32768
25.711,-31.627,1.33,7e-04,37,14,1372,456,67,229,12,44,4,7,0,0,0,7334,11533,4199,157,2,13,-32768
26.818,27.314,0,0,162,9,358,216,12,52,0,21,1,4,0,0,0,6014,10250,4236,170,2,13,-32768
25.487,23.424,0,1,162,9,1665,216,11,45,0,20,2,4,0,0,0,6014,10250,4236,170,2,13,-32768
22.206,24.4,0.23,0,72,8,2328,216,12,45,0,20,2,5,0,0,0,21805,13321,-8484,61,2,13,-32768
23.68,-7.964,5.06,0.1092,32,35,816,674,92,295,33,70,4,3,0,2,0,1268,737,-531,58,2,7,-32768
39.165,0.824,-3.38,0.8849,17,15,316,501,72,271,5,41,6,13,0,0,0,1198,1697,499,142,2,7,-32768
6.632,9.815,5.16,0.1455,100,25,349,292,92,368,28,68,1,9,0,3,0,2935,5102,2167,174,2,7,-32768
41.689,5.945,4.79,0.0305,14,19,631,638,51,248,3,36,3,11,0,0,0,652,1530,878,235,2,7,-32768
6.683,5.4,7.75,7e-04,100,31,516,475,76,338,34,74,5,3,0,5,900,2987,7872,4885,264,2,1,-32768
32.926,-20.78,9.15,0,123,30,145,808,120,373,35,76,5,10,1,1,0,239,832,593,348,2,7,-32768
48.203,-20.484,5.72,0,182,46,320,397,13,130,24,26,2,8,1,0,0,1661,1373,-288,83,2,1,-32768
55.695,25.409,53.95,0.0149,59,9,150,38,22,143,1,29,0,4,0,0,0,52287,20835,-31452,40,2,13,-32768
-7.001,9.405,2.97,2e-04,96,34,353,777,104,311,24,53,3,8,0,3,0,3220,3290,70,102,2,7,-32768
15.637,29.583,1.09,2e-04,72,10,2347,486,16,66,1,21,1,4,0,0,0,21805,13321,-8484,61,2,13,-32768
37.451,14.699,1.38,3e-04,88,22,5,598,54,311,3,20,4,20,0,1,0,1186,1504,318,127,2,7,-32768
15.659,-0.325,0.79,0.1646,31,40,312,525,120,273,39,108,9,2,0,5,0,5257,5993,736,114,2,1,-32768
35.147,9.777,3.32,0.4958,14,33,118,219,73,338,7,26,2,18,0,0,0,652,1530,878,235,2,7,-32768
10.196,24.855,-2.28,0.2196,72,7,1636,216,15,63,2,26,2,3,0,1,0,21805,13321,-8484,61,2,13,-32768
24.796,11.05,4.36,0,86,23,641,598,55,278,5,22,3,16,0,1,0,1753,3927,2174,224,2,7,-32768
16.769,27.462,0.57,0.0553,72,4,3206,486,15,51,0,21,1,4,0,0,0,21805,13321,-8484,61,2,13,-32768
17.324,22.314,0.96,2e-04,115,6,1862,216,10,40,0,21,2,4,0,0,0,1110,2044,934,184,2,13,-32768
1.676,11.746,2.64,0,150,24,54,777,83,352,20,59,1,14,0,3,0,821,1562,741,190,2,7,-32768
9.082,13.338,9.63,0.0119,149,17,548,777,46,282,5,42,1,13,0,1,863,906,897,-9,99,2,7,-32768
22.033,-20.745,0.44,0.0173,107,23,299,357,71,232,9,55,8,13,0,0,0,8099,14876,6777,184,2,7,-32768
0.412,30.239,1.58,0.1821,122,8,1813,486,20,68,0,19,2,3,0,0,0,10239,13823,3584,135,2,13,-32768
22.114,16.002,6.26,0.1026,115,10,377,598,23,143,3,17,3,8,0,0,0,1110,2044,934,184,2,7,-32768
28.532,5.204,3.75,0,15,37,258,507,106,329,22,47,5,10,0,1,0,1753,3927,2174,224,2,7,-32768
18.72,-7.293,2.8,0,32,37,1124,31,97,261,16,62,6,3,0,0,0,1268,737,-531,58,2,7,-32768
12.33,26.476,1.15,0.827,72,7,2287,216,13,50,0,19,1,3,0,0,0,21805,13321,-8484,61,2,13,-32768
-4.378,30.676,16.33,0.0129,27,8,626,486,32,111,2,27,1,7,0,0,0,3261,5618,2357,172,2,13,-32768
28.109,-19.001,1.69,0.0014,108,25,236,809,114,395,29,76,3,13,0,0,87,2526,1688,-838,67,2,7,-32768
54.618,23.785,33.12,0.0079,59,8,81,38,18,110,0,21,2,4,0,1,0,183725,118383,-65342,64,2,13,-32768
38.634,-7.08,-0.26,0.9378,19,39,139,515,120,400,41,60,6,13,0,0,0,491,1799,1308,366,2,1,-32768
25.754,11.107,8.92,0,86,18,937,598,53,279,3,23,3,17,0,1,0,1753,3927,2174,224,2,7,-32768
2.619,18.055,2.33,0,98,9,796,598,24,79,2,27,3,5,0,1,0,893,2285,1392,256,2,7,-32768
25.727,-31.058,-0.68,0.7549,37,15,1232,456,66,226,11,42,4,7,0,0,0,7334,11533,4199,157,2,13,-32768
14.411,0.131,5.24,0,31,43,17,525,124,318,52,109,8,2,0,4,0,5257,5993,736,114,2,1,-32768
17.009,10.595,17.63,0.2487,115,30,285,219,69,307,18,51,3,16,0,1,0,1110,2044,934,184,2,7,-32768
-14.596,25.808,-2.79,0,27,7,803,49,0,0,0,0,0,0,0,0,0,3901,7361,3460,189,2,13,-32768
36.244,28.872,24.1,0.0026,106,6,370,483,21,109,1,26,0,9,0,1,0,35343,50284,14941,142,2,13,-32768
22.572,-28.912,0.58,0.0119,37,13,1093,358,58,204,10,44,4,8,0,0,0,7334,11533,4199,157,2,13,-32768
-7.815,18.796,0.1,0,164,7,1429,598,15,68,1,16,1,4,0,0,0,2816,3710,894,132,2,7,-32768
-4.756,8.365,5.94,0,96,39,155,292,119,384,27,60,5,11,0,3,0,3220,3290,70,102,2,7,-32768
18.004,27.824,0.71,0.0394,72,4,3231,486,14,47,0,22,1,4,0,0,0,21805,13321,-8484,61,2,13,-32768
2.228,14.311,6.57,0.003,149,9,194,598,46,264,6,35,2,13,0,1,0,906,897,-9,99,2,7,-32768
-10.681,28.597,0.01,0.9828,27,10,172,424,35,160,4,26,2,9,0,0,0,3455,6238,2783,181,2,12,-32768
-15.576,19.818,0.41,0,164,10,160,652,20,111,0,21,1,4,0,0,0,2816,3710,894,132,2,13,-32768
13.395,31.576,-0.04,0.9643,72,5,1488,486,23,93,1,25,1,4,0,0,0,21805,13321,-8484,61,2,13,-32768
28.152,-10.163,13,0,32,36,128,152,120,425,45,77,2,13,0,1,0,1268,737,-531,58,2,7,-32768
20.279,-19.502,0.26,0.0212,36,26,158,357,72,272,13,49,6,12,0,0,0,5716,9801,4085,171,2,7,-32768
19.144,4.508,4.61,0,32,41,1042,497,109,336,29,107,8,2,0,2,0,1268,737,-531,58,2,1,-32768
29.43,30.401,0,0,162,8,100,486,31,134,1,30,1,7,0,1,0,6014,10250,4236,170,2,13,-32768
24.378,0.029,5.2,0,32,46,252,136,108,289,23,83,8,2,0,4,0,1268,737,-531,58,2,1,-32768
17.691,-24.254,0.11,0.429,36,7,502,272,57,210,9,55,4,9,0,0,0,5716,9801,4085,171,2,13,-32768
37.591,1.524,-0.58,0.9867,17,14,310,501,109,378,7,40,10,16,0,0,0,1198,1697,499,142,2,7,-32768
-13.982,26.215,0.57,2e-04,27,4,692,49,21,114,1,21,1,4,0,0,0,3455,6238,2783,181,2,13,-32768
-7.216,15.775,2.91,0,164,13,747,598,35,160,5,26,1,9,0,1,0,2816,3710,894,132,2,7,-32768
-9.806,24.125,0.02,0.1323,164,6,1579,652,13,62,0,17,1,4,0,0,0,2816,3710,894,132,2,13,-32768
34.871,5.036,-0.16,0.9601,15,17,218,501,109,331,14,46,5,18,0,1,0,1198,1697,499,142,2,7,-32768
-7.556,20.131,0.09,0.0071,164,8,1915,652,12,59,0,15,1,3,0,0,0,2816,3710,894,132,2,13,-32768
29.696,-26.5,0.23,0.3601,37,25,500,310,76,290,16,39,4,13,0,0,0,12020,14317,2297,119,2,10,-32768
-4.176,6.705,4.64,0,96,52,282,232,126,379,32,59,10,7,1,5,0,3220,3290,70,102,2,1,-32768
43.586,5.074,4.05,0.0432,14,11,1051,638,50,193,6,44,3,8,0,1,0,652,1530,878,235,2,7,-32768
21.961,0.891,2.54,0.0119,32,48,767,136,111,283,25,84,10,2,0,6,0,1268,737,-531,58,2,1,-32768
38.241,14.163,3.68,0,14,21,210,598,62,352,5,31,1,18,0,0,0,652,1530,878,235,2,7,-32768
-9.604,27.109,-0.06,0.0338,27,8,753,486,21,79,0,22,2,5,0,0,0,3455,6238,2783,181,2,13,-32768
2.632,35.813,37.51,0.2019,122,13,191,428,38,182,5,21,2,6,0,0,0,10239,13823,3584,135,2,12,-32768
22.5,25.479,0.5,0.0199,72,8,2071,216,12,46,0,21,1,4,0,0,0,21805,13321,-8484,61,2,13,-32768
-9.671,31.479,1.2,0.0071,27,19,409,424,38,195,5,22,4,7,0,0,0,2616,6721,4105,257,2,12,-32768
55.802,25.296,1.81,0.6906,59,12,127,38,25,142,2,27,1,5,0,0,0,52287,20835,-31452,40,2,13,-32768
-11.581,17.899,-1.36,0.0598,164,8,1114,598,25,85,2,24,0,6,0,0,0,2816,3710,894,132,2,7,-32768
-0.484,7.187,-1.5,0.2676,152,37,62,292,127,344,25,79,5,5,0,5,0,1920,3953,2033,206,2,7,-32768
14.651,2.934,1.21,1e-04,147,41,67,525,149,348,63,112,9,2,0,4,0,2768,2939,171,106,2,1,-32768
11.532,18.481,0.16,4e-04,149,7,141,652,18,57,2,24,2,6,0,0,0,906,897,-9,99,2,13,-32768
17.203,20.247,26.26,0.2346,115,7,1211,735,15,58,0,22,3,5,0,0,0,1110,2044,934,184,2,13,-32768
-13.413,15.915,3.71,0,99,12,115,598,45,246,7,33,1,13,0,1,0,1864,2288,424,123,2,7,-32768
20.05,-0.026,5.19,0.0063,32,41,448,136,108,278,27,86,9,2,0,6,0,1268,737,-531,58,2,1,-32768
44.788,26.471,5.42,0,106,9,210,38,18,75,0,25,1,5,0,1,0,35343,50284,14941,142,2,13,-32768
48.586,21.395,31.36,0,106,8,973,827,11,61,0,12,1,5,0,1,0,35343,50284,14941,142,2,13,-32768
-0.274,12.559,1.32,0.3611,150,17,438,777,71,310,19,55,1,14,0,1,0,821,1562,741,190,2,7,-32768
33.885,4.144,29.01,0,15,33,33,844,128,457,14,49,6,15,0,0,0,1753,3927,2174,224,2,1,-32768
31.594,14.034,1.75,0.1072,86,13,1362,598,44,271,3,17,2,19,0,1,0,1753,3927,2174,224,2,7,-32768
28.017,-11.384,11.09,0,32,38,106,152,127,430,45,71,1,13,0,1,0,1268,737,-531,58,2,7,-32768
8.836,27.285,15.91,0.0802,122,7,2556,774,14,56,0,18,2,2,0,0,0,10239,13823,3584,135,2,13,-32768
9.125,7.319,7.75,0.0115,100,30,282,292,73,321,24,66,1,6,0,2,814,4170,5924,1754,142,2,7,-32768
29.147,-3.697,0,0,32,0,130,0,110,48,14,34,4,5,0,0,0,1268,737,-531,58,2,0,-32768
-7.868,24.33,0.05,0.0067,164,6,1960,652,12,57,0,18,1,3,0,0,0,2816,3710,894,132,2,13,-32768
24.292,-32.316,27.89,0.0238,37,28,1939,456,62,228,11,49,2,8,0,1,0,7334,11533,4199,157,2,13,-32768
8.645,35.465,1.58,0.0013,73,25,430,428,40,164,4,23,2,6,0,0,0,5696,10726,5030,188,2,12,-32768
24.451,14.915,4.11,0,86,10,1292,598,26,172,2,13,1,13,0,0,0,1753,3927,2174,224,2,7,-32768
52.298,17.54,0.7,0.02,163,9,601,826,22,76,0,18,1,6,0,1,0,3392,3769,377,111,2,13,-32768
13.141,28.57,0.32,0.1638,72,12,2539,486,15,49,0,19,2,3,0,0,0,21805,13321,-8484,61,2,13,-32768
43.985,30.398,0.48,0.9058,90,9,1018,483,17,74,0,18,1,6,0,1,0,11516,14018,2502,122,2,13,-32768
24.955,9.963,5.45,1e-04,86,25,500,598,68,280,10,27,3,14,0,0,0,1753,3927,2174,224,2,7,-32768
30.92,-13.521,-0.43,0.1767,81,34,48,811,134,434,42,58,4,14,0,0,0,2318,3658,1340,158,2,7,-32768
-5.416,16.433,1.42,0.0064,98,13,430,598,35,155,3,24,2,11,0,1,0,893,2285,1392,256,2,7,-32768
35.193,28.066,56.07,0,106,6,156,588,22,122,1,25,0,8,0,1,0,35343,50284,14941,142,2,13,-32768
6.403,36.915,5.25,0.1843,122,35,287,428,41,204,7,20,2,8,0,1,671,10239,13823,3584,135,2,12,-32768
28.71,-7.376,11.86,0,32,40,468,14,106,363,25,75,3,9,0,2,0,1268,737,-531,58,2,1,-32768
19.203,5.168,0.35,0.2068,85,41,796,507,102,303,27,103,4,2,0,3,0,943,562,-381,60,2,7,-32768
38.3,-13.591,2.98,0.0528,123,38,348,811,69,279,35,52,6,7,0,0,0,221,689,468,312,2,7,-32768
36.298,19.651,24.53,0.2815,86,5,975,652,28,134,1,26,2,6,0,0,0,1753,3927,2174,224,2,13,-32768
48.413,17.893,0,0.8594,163,10,1969,38,14,61,0,16,1,5,0,1,0,3392,3769,377,111,2,13,-32768
12.513,1.85,2.93,0,148,39,151,525,141,362,65,111,10,2,0,4,0,19500,18832,-668,97,2,1,-32768
45.419,-23.879,6.11,0.0895,182,17,301,401,11,92,4,22,1,4,0,0,0,1661,1373,-288,83,2,13,-32768
31.961,2.406,11.89,0,133,44,0,818,139,474,19,53,7,14,0,0,0,773,1718,945,222,2,7,2
23.497,1.344,0,0,32,34,390,779,121,310,29,87,8,2,0,6,0,1268,737,-531,58,2,1,-32768
29.661,8.454,3.68,0.0068,15,27,599,698,81,305,12,29,6,14,0,0,0,1753,3927,2174,224,2,9,-32768
-0.455,34.85,8.26,0.4155,122,18,273,428,43,183,5,29,3,6,0,1,654,10239,13823,3584,135,2,12,-32768
36.831,-12.009,0.27,7e-04,123,33,586,811,86,282,31,55,7,7,0,0,0,188,615,427,327,2,7,-32768
23.238,16.371,8.43,0,115,7,642,217,19,125,2,17,3,7,0,0,0,1110,2044,934,184,2,13,-32768
39.928,12.562,0.94,0.3073,14,16,391,203,52,284,3,20,2,18,0,0,0,652,1530,878,235,2,13,-32768
19.599,-34.281,26.26,0.2518,37,27,2305,592,68,260,14,44,3,8,0,0,0,7334,11533,4199,157,2,12,-32768
22.936,-22.491,-0.05,0.3306,107,21,0,358,55,174,8,53,7,11,0,0,0,8099,14876,6777,184,2,13,1
34.607,17.177,-18,0.4223,86,6,1049,598,29,177,2,16,2,12,0,2,0,1753,3927,2174,224,2,7,-32768
32.969,-13.928,4.58,0.1025,81,25,215,152,125,431,43,65,3,13,0,0,0,2318,3658,1340,158,2,7,-32768
37.85,6.131,6.42,0.0558,14,31,28,638,100,487,10,59,6,19,0,0,0,652,1530,878,235,2,7,-32768
23.836,-27.85,0.11,4e-04,37,15,1112,358,59,225,11,47,3,9,0,0,0,7334,11533,4199,157,2,13,-32768
4.729,24.254,0.17,0,122,8,1968,486,23,68,2,25,3,4,0,0,0,10239,13823,3584,135,2,13,-32768
15.082,9.92,3.92,0,115,29,171,219,81,322,24,66,2,16,0,0,0,1110,2044,934,184,2,7,-32768
47.732,5.64,4.93,1e-04,16,13,1940,638,35,97,6,33,2,1,0,0,0,622,378,-244,61,2,7,-32768
-8.895,23.575,0.05,0.3306,164,5,1943,652,12,62,0,17,1,4,0,0,0,2816,3710,894,132,2,13,-32768
14.586,31.794,0.75,0.0096,72,9,1483,426,23,119,2,26,1,4,0,0,0,21805,13321,-8484,61,2,12,-32768
-2.346,34.505,-16.68,0.4513,27,12,189,428,45,189,6,27,4,6,0,1,0,3648,5879,2231,161,2,12,-32768
30.721,-16.012,1.73,3e-04,108,32,171,814,125,392,29,70,6,12,0,0,0,2526,1688,-838,67,2,7,-32768
23.235,11.107,-2.63,0,86,22,487,598,55,278,6,23,3,15,0,1,0,1753,3927,2174,224,2,7,-32768
10.331,17.592,1.21,0,149,8,0,652,22,81,3,25,1,8,0,0,0,906,897,-9,99,2,13,4
-3.306,17.147,5.32,1e-04,98,11,187,598,32,154,2,24,1,10,0,1,0,893,2285,1392,256,2,7,-32768
8.025,26.322,1.79,0.0023,122,9,2226,486,18,67,2,24,3,3,0,0,0,10239,13823,3584,135,2,13,-32768
39.179,-3.564,4.95,0.5368,17,25,35,501,139,415,25,72,9,12,0,0,0,3347,4341,994,130,2,7,-32768
8.877,9.607,7.13,0.0334,100,27,333,352,98,401,30,71,0,9,0,1,0,2296,3305,1009,144,2,10,-32768
13.3,-18.281,21.63,0.388,36,13,303,29,65,212,12,67,5,8,0,0,0,5716,9801,4085,171,2,7,-32768
18.497,-23.381,0.57,0.0066,36,14,619,358,56,213,6,56,5,10,0,0,0,5716,9801,4085,171,2,13,-32768
50.101,16.15,1.12,0.1325,163,11,1391,826,25,95,1,25,1,6,0,1,0,3392,3769,377,111,2,13,-32768
5.869,17.195,1.8,0,149,10,864,598,30,94,3,25,2,5,0,1,0,906,897,-9,99,2,7,-32768
40.668,34.071,4.99,0.0047,90,9,1612,433,18,87,0,18,1,8,0,1,0,11516,14018,2502,122,2,13,-32768
34.947,8.225,8.06,0,14,34,278,255,88,393,9,41,4,18,0,0,0,652,1530,878,235,2,1,-32768
18.125,-19.515,-2.32,0.7443,36,24,391,29,70,292,12,61,6,12,0,0,0,5716,9801,4085,171,2,7,-32768
20.527,-3.613,3.08,0,32,45,111,136,99,260,18,76,10,2,0,6,0,1268,737,-531,58,2,1,-32768
17.074,5.098,1.87,0.3391,85,35,775,507,101,266,23,103,4,0,0,2,0,943,562,-381,60,2,7,-32768
-5.909,19.904,0.12,2e-04,98,7,1463,652,12,57,0,17,1,3,0,0,0,893,2285,1392,256,2,13,-32768
25.433,0.204,5.33,0,32,44,231,227,117,293,25,86,7,2,0,4,0,1268,737,-531,58,2,1,-32768
