"long","lat","coeff","pval","countries","cumDHI","wdpa_prox","ecoregions","sumTotalMammals_300","sumTotalBirds_300","sumTotalAmphibians_300","sumTotalReptiles_300","sumTotalMammals_crit_300","sumTotalBirds_crit_300","sumTotalAmphibians_crit_300","sumTotalReptiles_crit_300","global_wui_sum_Int16","gdp_1990","gdp_2015","gdp_change","gdp_rel_change","continents","biomes","wdpa_categories"
44.936,21.422,28.62,0.0213,106,8,301,827,16,75,0,19,1,6,0,1,0,35343,50284,14941,142,2,13,-32768
20.629,-29.362,0.01,0.6823,37,9,1073,272,49,172,8,40,2,6,0,0,0,7334,11533,4199,157,2,13,-32768
-14.491,18.775,-0.16,0.1868,164,9,629,598,20,89,2,21,0,6,0,0,0,2816,3710,894,132,2,7,-32768
-8.836,30.94,0.49,0.2509,27,12,300,428,42,185,6,25,2,7,0,0,0,2616,6721,4105,257,2,12,-32768
32.351,6.317,13.84,0.0062,15,23,54,698,94,310,18,41,4,18,0,1,0,1753,3927,2174,224,2,9,-32768
24.214,-24.017,-1.74,0.4953,107,19,95,358,55,212,10,45,6,10,0,0,0,8099,14876,6777,184,2,13,-32768
5.659,9.211,2.14,0.0481,100,35,140,292,95,353,26,65,1,8,0,3,0,2935,5102,2167,174,2,7,-32768
34.947,23.726,0,1,162,4,140,652,22,135,0,23,2,7,0,0,0,6014,10250,4236,170,2,13,-32768
41.638,28.969,23.96,0.075,106,9,464,38,17,84,0,26,1,6,0,1,0,35343,50284,14941,142,2,13,-32768
9.532,13.91,7.67,0.0016,149,15,583,598,39,249,5,36,1,13,0,1,101,906,897,-9,99,2,7,-32768
29.669,-2.465,3.26,0.0753,126,36,95,14,127,511,19,55,3,15,0,1,900,850,1655,805,195,2,1,-32768
13.414,-17.775,2.39,1e-04,36,19,295,29,64,238,15,74,3,9,0,0,0,5716,9801,4085,171,2,7,-32768
16.804,15.339,27.21,0.0395,115,10,259,598,28,120,3,18,3,10,0,1,0,1110,2044,934,184,2,7,-32768
31.807,-7.74,0,0,19,0,157,813,122,361,28,41,4,15,0,0,0,1654,2283,629,138,2,9,-32768
38.799,14.152,-0.89,0.8719,14,19,333,256,63,358,8,31,1,19,0,0,0,652,1530,878,235,2,10,-32768
14.187,31.605,0.87,0.0933,72,10,1554,486,22,102,2,24,1,4,0,0,0,21805,13321,-8484,61,2,13,-32768
11.042,17.489,0.05,0.0596,149,7,0,652,24,78,2,24,3,8,0,0,0,906,897,-9,99,2,13,4
37.324,14.99,1.91,2e-04,88,13,0,598,51,310,4,20,4,20,0,1,0,1186,1504,318,127,2,7,4
-6.437,20.468,0.06,5e-04,164,7,1747,652,12,57,0,16,1,3,0,0,0,2816,3710,894,132,2,13,-32768
-15.026,14.295,1.91,0,99,24,240,777,67,294,18,43,0,13,0,1,0,1864,2288,424,123,2,7,-32768
6.562,5.336,-12.92,8e-04,100,36,491,475,76,337,33,74,6,3,0,5,0,2987,7872,4885,264,2,1,-32768
18.338,15.153,5.42,0,115,11,0,598,34,142,3,17,4,11,0,1,0,1110,2044,934,184,2,7,4
-13.57,17.403,-3.99,0,164,14,505,598,24,119,2,24,0,9,0,0,0,2816,3710,894,132,2,7,-32768
46.931,19.82,1.35,0,106,9,1181,38,14,64,0,14,1,6,0,1,0,35343,50284,14941,142,2,13,-32768
-12.99,17.179,4.68,0.2996,164,10,554,598,26,121,3,25,1,9,0,1,0,2816,3710,894,132,2,7,-32768
18.098,9.009,5.59,5e-04,115,30,88,219,82,311,24,54,2,13,0,2,0,1110,2044,934,184,2,7,-32768
14.915,29.877,0.67,0,72,10,2202,486,16,61,1,19,1,3,0,0,0,21805,13321,-8484,61,2,13,-32768
32.44,-17.882,2.91,0,108,26,168,811,122,428,37,83,2,14,0,1,0,2526,1688,-838,67,2,7,-32768
13.624,28.875,0.36,0.1247,72,10,2490,486,16,50,0,19,2,3,0,0,0,21805,13321,-8484,61,2,13,-32768
35.982,14.085,0.87,0.0419,86,10,275,219,48,301,7,20,3,19,0,2,0,1753,3927,2174,224,2,7,-32768
37.815,2.842,24.16,0.3282,17,7,309,421,85,309,8,44,6,14,0,0,0,1198,1697,499,142,2,7,-32768
37.031,3.176,0.84,0.8349,17,7,231,421,92,307,6,41,6,17,0,0,0,1198,1697,499,142,2,7,-32768
26.519,2.125,3.76,8e-04,32,47,552,497,152,367,37,89,11,4,0,2,0,1268,737,-531,58,2,1,-32768
41.177,24.313,28.81,2e-04,106,6,493,827,17,86,1,25,0,7,0,1,0,35343,50284,14941,142,2,13,-32768
23.049,-34.006,2.23,0.6577,37,36,2696,374,70,292,16,53,5,11,1,0,0,7334,11533,4199,157,2,1,-32768
32.387,-0.215,0,0,133,0,511,0,121,43,19,24,0,4,0,0,0,773,1718,945,222,2,0,-32768
46.322,-16.567,9.32,0.0177,182,28,116,395,24,125,9,27,6,7,0,0,0,1661,1373,-288,83,2,2,-32768
44.899,-21.392,-0.36,0.7419,182,20,300,401,21,108,6,25,4,5,0,0,0,1661,1373,-288,83,2,13,-32768
42.815,9.728,2.75,0,14,20,296,256,51,349,3,58,1,15,0,0,0,652,1530,878,235,2,10,-32768
18.599,-9.282,-0.18,0.9062,102,37,643,819,89,286,35,63,5,4,0,0,0,4806,6937,2131,144,2,7,-32768
-2.271,20.875,0.53,0.0015,98,7,1555,652,12,55,0,19,1,4,0,0,0,893,2285,1392,256,2,13,-32768
28.017,26.204,0,0,162,10,398,216,11,58,0,19,1,4,0,0,0,6014,10250,4236,170,2,13,-32768
23.955,-19.68,1.11,0,107,27,132,358,97,362,16,58,9,16,0,0,0,8099,14876,6777,184,2,13,-32768
25.719,-33.208,-26.79,0.2444,37,13,1736,12,79,310,16,52,5,7,0,0,0,7334,11533,4199,157,2,12,-32768
8.044,27.489,1.03,0,122,6,2613,774,14,58,0,17,2,3,0,0,0,10239,13823,3584,135,2,13,-32768
26.131,-13.974,4.47,0,81,36,44,152,132,415,40,52,8,14,0,1,0,2318,3658,1340,158,2,7,-32768
57.543,22.527,21.95,0.2609,40,4,532,6,26,109,1,27,1,8,0,1,0,35036,35983,947,103,2,8,-32768
-6.715,25.102,0.03,0.1636,164,6,1716,652,11,53,0,18,1,3,0,0,0,2816,3710,894,132,2,13,-32768
18.494,-33.036,23.54,0.0229,37,25,1756,592,67,221,9,34,2,7,0,0,0,7334,11533,4199,157,2,12,-32768
14.004,-0.821,8.68,0,148,41,399,525,111,305,48,101,8,2,0,4,0,19500,18832,-668,97,2,1,-32768
31.047,-10.457,-2.96,0.0153,81,33,241,152,124,451,47,53,4,16,0,1,0,2318,3658,1340,158,2,7,-32768
-2.182,8.966,1.94,0,152,33,36,777,114,344,29,66,5,10,0,3,0,1920,3953,2033,206,2,7,-32768
11.107,-1.152,0.64,4e-04,148,35,391,51,103,345,62,104,11,2,0,4,0,19500,18832,-668,97,2,1,-32768
6.818,12.349,3.96,0.0027,100,18,566,777,57,329,16,49,0,11,0,0,0,2935,5102,2167,174,2,7,-32768
27.885,25.374,0,0,162,8,706,216,12,53,0,17,1,4,0,0,0,6014,10250,4236,170,2,13,-32768
25.651,-7.703,8.15,0,32,41,287,152,100,314,24,66,4,4,0,2,0,1268,737,-531,58,2,7,-32768
27.19,8.564,-24.42,0.0531,15,30,724,219,78,296,11,28,5,14,0,0,0,1753,3927,2174,224,2,7,-32768
30.904,-23.063,-0.01,0.8909,37,25,218,814,128,416,29,85,9,13,0,0,0,12020,14317,2297,119,2,7,-32768
-7.647,22.422,0,7e-04,164,8,2568,652,11,56,0,17,1,2,0,0,0,2816,3710,894,132,2,13,-32768
21.581,-3.931,6.35,0,32,34,282,136,99,269,14,76,10,2,0,5,0,1268,737,-531,58,2,1,-32768
-9.386,23.756,0,0,164,6,1780,652,12,63,0,17,1,4,0,0,0,2816,3710,894,132,2,13,-32768
23.362,-9.859,10.73,0,32,38,805,152,92,372,41,69,2,6,0,1,0,1268,737,-531,58,2,7,-32768
-3.794,11.142,2.65,3e-04,150,27,244,777,80,320,25,63,0,14,0,1,0,821,1562,741,190,2,7,-32768
21.457,-33.995,0.93,4e-04,37,26,2515,270,69,271,14,50,1,9,0,0,0,7334,11533,4199,157,2,12,-32768
18.384,6.845,1.66,0.2304,85,39,344,219,87,283,27,78,3,7,0,1,0,943,562,-381,60,2,7,-32768
46.821,27.161,1.72,0,106,9,0,827,17,79,0,24,1,5,0,1,0,35343,50284,14941,142,2,13,2
11.764,21.659,-0.06,0.0165,149,7,537,216,13,43,1,21,2,3,0,0,0,906,897,-9,99,2,13,-32768
12.112,7.052,7.41,0.0043,147,34,47,92,94,384,28,76,3,11,1,3,883,2768,2939,171,106,2,1,-32768
41.829,6.796,1.27,2e-04,14,13,539,638,55,254,3,38,4,10,0,0,0,652,1530,878,235,2,7,-32768
-12.112,11.587,-2.48,0.1773,83,40,440,294,92,288,31,56,4,9,0,1,0,1125,1135,10,101,2,1,-32768
25.988,23.791,0,1,162,7,1455,216,11,44,0,20,2,4,0,0,0,6014,10250,4236,170,2,13,-32768
37.855,25.562,3.66,0,106,2,229,588,23,115,1,24,0,8,0,1,0,35343,50284,14941,142,2,13,-32768
41.436,8.365,2.93,0,14,23,199,638,69,309,5,43,4,15,0,0,0,652,1530,878,235,2,7,-32768
15.796,21.287,1.71,0,115,7,1518,652,11,46,0,21,2,3,0,0,0,1110,2044,934,184,2,13,-32768
-14.02,24.408,0,1,27,8,1355,652,21,81,0,18,1,4,0,0,0,3901,7361,3460,189,2,13,-32768
20.716,13.457,5.12,0.0558,115,21,383,598,40,251,3,19,3,15,0,1,0,1110,2044,934,184,2,7,-32768
44.785,-21.988,6.36,0.0132,182,31,151,401,22,109,4,26,5,5,0,0,0,1661,1373,-288,83,2,13,-32768
34.16,-23.745,1.1,0,123,31,418,811,75,320,25,57,3,7,0,0,0,265,1249,984,471,2,7,-32768
-1.729,11.101,9.27,1e-04,150,29,98,777,85,331,26,59,1,13,0,2,0,821,1562,741,190,2,7,-32768
23.014,27.029,0.48,0.0016,72,9,1772,216,11,48,0,19,1,4,0,0,0,21805,13321,-8484,61,2,13,-32768
28.594,-17.098,2.64,0,108,30,0,811,121,396,27,72,8,15,0,0,0,2526,1688,-838,67,2,7,2
21.502,29.559,0.75,9e-04,72,9,2263,486,16,53,1,22,1,5,0,0,0,21805,13321,-8484,61,2,13,-32768
-2.241,29.807,2.93,0.4686,122,6,1370,486,21,82,1,19,1,4,0,0,0,10239,13823,3584,135,2,13,-32768
5.999,4.615,-30.88,1e-04,100,30,552,117,66,332,30,72,5,3,0,4,0,2987,7872,4885,264,2,14,-32768
11.357,31.223,-0.06,0.5951,72,9,1354,486,18,74,0,23,1,3,0,0,0,21805,13321,-8484,61,2,13,-32768
-11.311,8.373,5.4,0,82,49,250,783,127,377,42,62,11,6,0,4,0,1373,1497,124,109,2,1,-32768
9.405,15.131,3.6,0,149,12,218,598,39,174,3,30,1,10,0,1,0,906,897,-9,99,2,7,-32768
47.589,29.263,18.68,0.0013,116,7,50,825,22,152,0,33,1,8,0,1,0,81431,67113,-14318,82,2,13,-32768
17.702,-30.993,-0.03,0.3857,37,15,971,457,55,179,6,43,3,11,0,0,0,7334,11533,4199,157,2,13,-32768
16.961,-18.063,6.74,0.3401,36,25,162,809,70,298,15,57,2,12,0,0,0,5716,9801,4085,171,2,7,-32768
22.597,-24.731,0.56,0,107,17,169,358,54,167,8,46,5,9,0,0,0,8099,14876,6777,184,2,13,-32768
40.915,6.839,4.35,4e-04,14,22,358,638,68,328,5,42,3,13,0,0,0,652,1530,878,235,2,7,-32768
11.39,6.33,5.07,0.0367,147,38,245,507,85,372,27,92,1,7,0,3,0,2768,2939,171,106,2,7,-32768
43.939,34.882,19.51,0.5523,90,9,697,433,24,149,1,23,2,10,0,1,0,11516,14018,2502,122,2,13,-32768
35.26,15.182,1.3,0.0026,86,10,574,598,33,247,7,13,2,18,0,1,0,1753,3927,2174,224,2,7,-32768
32.853,-14.432,11.12,0,123,35,402,811,131,396,40,64,5,13,0,0,0,193,746,553,387,2,7,-32768
24.049,5.384,2.12,0.2409,85,47,163,507,109,278,26,84,7,4,0,3,0,943,562,-381,60,2,7,-32768
17.324,5.379,-0.7,0.6734,85,36,704,507,100,270,24,90,5,1,0,2,0,943,562,-381,60,2,7,-32768
-5.273,9.621,1.35,0.2079,96,36,152,777,100,333,24,57,1,11,0,2,0,3220,3290,70,102,2,7,-32768
2.282,24.383,0.14,0,122,7,2669,652,14,65,0,18,3,3,0,0,0,10239,13823,3584,135,2,13,-32768
32.171,18.025,-1,0.8158,86,6,1984,652,25,156,0,17,2,10,0,0,0,1753,3927,2174,224,2,13,-32768
-9.927,13.791,6.85,0.0052,98,27,87,777,58,281,18,47,0,14,0,1,0,893,2285,1392,256,2,7,-32768
-8.55,23.944,0.02,0.04,164,7,1925,652,12,60,0,18,1,4,0,0,0,2816,3710,894,132,2,13,-32768
20.575,-7.738,1.11,0.4107,102,43,1376,674,98,311,33,74,6,3,0,1,0,4806,6937,2131,144,2,7,-32768
37.044,-16.953,-21.89,0.3321,123,36,312,811,68,325,33,50,4,7,0,1,0,200,614,414,307,2,7,-32768
18.462,14.486,2.61,0,115,14,0,598,35,179,3,19,5,12,0,1,0,1110,2044,934,184,2,7,4
33.456,17.691,4.14,0,86,7,1493,598,30,203,0,18,2,10,0,0,0,1753,3927,2174,224,2,7,-32768
31.252,10.843,-1.75,0.0053,86,20,1167,598,64,315,5,22,3,19,0,0,0,1753,3927,2174,224,2,7,-32768
26.627,-31.311,0.28,0,37,21,1041,205,65,236,13,40,4,7,0,0,0,7334,11533,4199,157,2,7,-32768
50.78,23.305,24.47,0.2638,106,8,400,38,15,80,0,18,1,5,0,1,0,35343,50284,14941,142,2,13,-32768
25.498,-24.111,2.79,0,107,21,309,358,61,295,12,59,5,10,0,0,0,8099,14876,6777,184,2,13,-32768
28.371,13.901,1.73,3e-04,86,15,2334,598,35,227,3,16,3,15,0,1,0,1753,3927,2174,224,2,7,-32768
32.419,-13.402,5.06,0,81,33,121,814,135,432,41,65,4,15,0,0,0,2318,3658,1340,158,2,7,-32768
6.405,15.746,-8.48,0.5188,149,12,318,598,40,160,3,24,2,11,0,1,0,906,897,-9,99,2,7,-32768
44.729,27.215,24.55,0.1084,106,9,251,827,18,77,0,21,1,6,0,1,0,35343,50284,14941,142,2,13,-32768
22.19,12.427,4.16,0,115,20,837,598,44,279,5,27,3,15,0,1,0,1110,2044,934,184,2,7,-32768
-8.685,8.85,6.17,0.0148,83,38,201,292,102,308,27,60,3,6,1,1,0,1125,1135,10,101,2,7,-32768
-9.423,5.473,2.76,0,84,35,758,783,109,320,42,72,11,7,0,5,0,873,787,-86,90,2,1,-32768
38.462,-1.147,5.26,0.3881,17,24,260,501,100,384,5,53,5,13,0,1,0,1198,1697,499,142,2,7,-32768
28.486,-16.379,5.68,0,81,29,135,814,118,428,29,73,3,14,0,0,0,2318,3658,1340,158,2,7,-32768
15.535,22.761,1.12,2e-04,115,7,1907,652,10,39,0,20,2,3,0,0,0,1110,2044,934,184,2,13,-32768
-5.319,33.629,4.13,0.001,27,16,28,428,40,202,6,23,3,8,0,1,0,3261,5618,2357,172,2,12,-32768
29.686,-8.452,8.34,9e-04,81,30,15,152,123,441,32,69,3,14,0,2,188,2318,3658,1340,158,2,7,-32768
29.351,-6.129,0,0,32,0,135,0,103,41,20,38,1,4,0,1,0,1268,737,-531,58,2,0,-32768
4.309,33.71,6.26,1e-04,122,10,903,486,31,120,1,24,2,4,0,0,0,10239,13823,3584,135,2,13,-32768
-0.921,14.179,-18.26,0.4111,150,10,8,598,55,273,11,36,2,13,0,1,0,821,1562,741,190,2,7,-32768
-8.836,22.928,0.05,0.3306,164,7,2149,652,12,61,0,16,1,3,0,0,0,2816,3710,894,132,2,13,-32768
16.214,-0.864,0.72,0.0044,31,39,593,525,111,270,31,114,8,1,0,6,0,5257,5993,736,114,2,1,-32768
-1.476,13.133,12.38,0.1069,150,19,347,777,66,296,17,53,1,14,0,0,900,821,1562,741,190,2,7,-32768
4.487,17.228,0.51,0.011,149,10,837,598,27,86,2,26,2,6,0,1,0,906,897,-9,99,2,7,-32768
54.354,23.712,11.68,0.0303,59,9,22,38,17,109,0,24,2,4,0,1,0,183725,118383,-65342,64,2,13,-32768
4.004,23.238,0.38,0.0079,122,7,1903,652,16,69,0,24,3,4,0,0,0,10239,13823,3584,135,2,13,-32768
51.928,18.279,0.02,0.8148,163,9,859,826,15,62,0,17,1,5,0,1,0,3392,3769,377,111,2,13,-32768
10.341,21.829,0.21,0,149,8,512,652,16,55,1,22,2,3,0,0,0,906,897,-9,99,2,13,-32768
2.18,23.494,0.17,0,122,9,2523,652,12,64,0,19,2,4,0,0,0,10239,13823,3584,135,2,13,-32768
22.699,16.611,9.16,2e-04,115,6,425,217,17,127,2,19,3,7,0,0,0,1110,2044,934,184,2,13,-32768
23.168,18.82,1.63,0.0132,115,7,856,652,11,57,0,16,2,4,0,0,0,1110,2044,934,184,2,13,-32768
-3.212,28.478,0.06,0.2729,122,8,1161,774,13,61,0,15,1,4,0,0,0,10239,13823,3584,135,2,13,-32768
19.033,25.083,0.24,0.0845,72,8,2756,216,12,43,0,20,2,3,0,0,0,21805,13321,-8484,61,2,13,-32768
31.99,1.78,2.37,0.0021,133,40,47,818,149,506,21,57,6,16,0,0,820,773,1718,945,222,2,7,-32768
25.19,27.201,0,1,162,11,962,216,11,47,0,18,1,4,0,0,0,6014,10250,4236,170,2,13,-32768
28.81,17.659,0.84,0.011,86,10,2690,598,16,84,1,12,2,6,0,0,0,1753,3927,2174,224,2,7,-32768
17.098,13.139,3.41,0.0943,115,21,574,598,44,259,5,29,3,15,0,2,0,1110,2044,934,184,2,7,-32768
27.929,25.894,0,1,162,8,513,216,11,56,0,18,1,4,0,0,0,6014,10250,4236,170,2,13,-32768
17.947,15.201,25.84,0.2603,115,9,0,598,30,140,3,19,3,11,0,1,0,1110,2044,934,184,2,7,4
-2.004,28.209,1.72,0.0542,122,7,1610,774,12,67,0,13,1,4,0,0,0,10239,13823,3584,135,2,13,-32768
25.595,8.208,2.31,0,15,35,298,219,84,271,18,32,4,10,0,0,0,1753,3927,2174,224,2,7,-32768
27.683,26.352,0,1,162,8,345,216,11,55,0,19,1,4,0,0,0,6014,10250,4236,170,2,13,-32768
13.3,-7.67,-0.21,0.9378,102,29,473,30,71,234,12,57,6,1,0,3,0,4806,6937,2131,144,2,7,-32768
46.53,20.179,1.18,0,106,8,989,38,14,67,0,14,1,6,0,1,0,35343,50284,14941,142,2,13,-32768
-10.147,8.879,2.33,0.2056,83,44,153,292,118,355,36,60,9,7,0,1,900,1125,1135,10,101,2,7,-32768
21.624,-30.775,0.28,0.0082,37,8,1634,456,44,171,9,34,2,5,0,1,0,7334,11533,4199,157,2,13,-32768
3.737,27.403,0.83,0.0026,122,8,3118,774,15,67,0,15,1,3,0,0,0,10239,13823,3584,135,2,13,-32768
16.319,16.32,2.58,2e-04,115,8,642,598,20,85,2,17,2,8,0,1,0,1110,2044,934,184,2,7,-32768
47.214,29.626,3.99,0.0014,116,7,53,827,23,136,0,32,1,7,0,1,0,81431,67113,-14318,82,2,13,-32768
22.885,6.543,1.43,0,85,45,634,507,101,237,27,71,8,6,0,2,0,943,562,-381,60,2,7,-32768
29.979,-8.18,14.23,0,32,34,107,152,117,427,29,70,3,13,0,2,0,1268,737,-531,58,2,7,-32768
29.88,14.343,5.28,0.0138,86,13,1993,598,35,213,3,16,2,17,0,1,0,1753,3927,2174,224,2,7,-32768
50.673,15.209,3.16,0.2474,163,10,1309,824,22,114,1,31,0,7,0,1,0,3392,3769,377,111,2,13,-32768
8.877,21.645,0.41,0,149,8,464,652,16,62,1,23,2,3,0,0,0,906,897,-9,99,2,13,-32768
16.521,-23.141,0.48,0,36,14,262,272,70,247,7,65,5,11,0,0,0,5716,9801,4085,171,2,13,-32768
1.04,7.133,5.38,0,151,32,133,292,115,364,24,93,3,5,0,3,473,1350,1374,24,102,2,7,-32768
33.995,7.09,4.79,0,15,33,0,219,99,320,16,46,8,17,0,1,0,1753,3927,2174,224,2,7,2
-8.186,33.163,4.61,0,27,22,462,428,34,200,6,20,2,7,0,0,0,2616,6721,4105,257,2,12,-32768
48.497,10.862,3.54,0,21,11,1967,487,32,164,4,32,3,6,0,0,0,622,378,-244,61,2,13,-32768
38.384,-9.875,-1.68,0.7837,19,37,249,811,94,306,37,68,5,8,0,0,0,814,2115,1301,260,2,7,-32768
13.923,3.931,4.2,0,147,42,287,525,130,343,65,113,8,1,0,5,0,2768,2939,171,106,2,1,-32768
55.35,22.43,6.19,1e-04,106,9,123,38,16,72,0,17,1,4,0,1,0,35036,35983,947,103,2,13,-32768
41.263,1.826,2.18,0,16,18,848,638,45,186,6,50,1,9,0,0,0,622,378,-244,61,2,7,-32768
-3.133,24.014,1.69,9e-04,122,9,2409,652,10,50,0,15,1,3,0,0,0,10239,13823,3584,135,2,13,-32768
13.109,32.877,0,0,72,0,994,0,1,15,0,2,0,3,0,2,0,21805,13321,-8484,61,2,0,-32768
21.384,14.548,6.12,0,115,16,324,598,31,195,3,17,4,14,0,1,0,1110,2044,934,184,2,7,-32768
30.263,-27.718,-3.15,0.0105,37,21,537,205,89,320,25,41,5,14,0,0,0,12082,9649,-2433,80,2,7,-32768
19.693,-23.03,1.22,0.0017,36,17,413,358,55,176,6,50,4,11,0,0,0,5716,9801,4085,171,2,13,-32768
43.947,1.683,3.19,0,16,31,1458,515,63,260,11,62,1,7,0,0,0,622,378,-244,61,2,1,-32768
-14.723,23.597,0.16,0,27,8,1160,486,21,86,0,16,2,4,0,0,0,3901,7361,3460,189,2,13,-32768
14.586,-15.195,4.19,0,102,34,0,809,83,324,23,60,6,11,0,0,0,4806,6937,2131,144,2,7,2
16.583,-5.8,3.74,0.4506,32,30,988,819,91,266,15,69,4,1,0,3,0,1268,737,-531,58,2,7,-32768
-3.998,33.996,5.57,0.489,27,14,34,428,43,187,7,22,3,8,1,1,0,2535,4756,2221,188,2,12,-32768
16.804,27.026,0.36,0.2278,72,4,3265,486,14,54,0,21,1,4,0,0,0,21805,13321,-8484,61,2,13,-32768
38.658,16.861,1.89,3e-04,88,5,285,203,44,279,2,20,3,13,0,1,0,1186,1504,318,127,2,13,-32768
30.147,-7.929,10.93,0,32,35,217,152,117,427,27,65,3,12,0,2,0,1268,737,-531,58,2,7,-32768
31.705,22.661,0,1,162,7,1223,652,19,135,1,30,1,8,0,1,0,4673,8564,3891,183,2,13,-32768
29.519,-8.228,13.49,0,32,34,89,152,114,429,30,75,3,13,0,2,0,1268,737,-531,58,2,7,-32768
15.718,-1.233,-2.84,0,31,45,435,525,108,267,35,112,8,1,0,4,0,5257,5993,736,114,2,1,-32768
38.995,30.004,5.54,0,106,7,1024,483,19,89,0,27,1,7,0,1,0,35343,50284,14941,142,2,13,-32768
-14.003,15.29,-5.26,0.6411,99,19,0,598,51,256,8,32,1,13,0,1,0,1864,2288,424,123,2,7,4
-3.395,29.613,-0.05,0.9075,122,8,976,774,17,79,0,16,1,4,0,0,0,10239,13823,3584,135,2,13,-32768
39.79,-10.125,-19.19,0.2771,19,47,562,684,86,343,35,74,2,10,0,1,0,814,2115,1301,260,2,1,-32768
19.208,21.373,0.5,2e-04,115,9,1378,216,13,48,0,21,3,4,0,0,0,1110,2044,934,184,2,13,-32768
12.368,23.351,-0.06,0.0071,149,7,1193,216,11,41,0,20,2,3,0,0,0,906,897,-9,99,2,13,-32768
47.944,7.416,2.47,0.0143,16,12,1790,321,34,111,4,35,1,1,0,0,0,622,378,-244,61,2,7,-32768
46.416,30.49,2.97,0,90,6,208,483,24,134,0,27,1,8,0,1,0,11516,14018,2502,122,2,13,-32768
28.389,18.273,0.79,0,86,9,2568,652,13,67,0,12,2,5,0,0,0,1753,3927,2174,224,2,13,-32768
29.971,-10.047,4.55,0.0016,81,35,305,152,117,443,46,60,3,15,0,1,0,2318,3658,1340,158,2,7,-32768
14.761,31.053,0.06,0.8873,72,10,1762,486,20,85,1,23,1,4,0,0,0,21805,13321,-8484,61,2,13,-32768
20.239,4.977,2.02,0,85,41,833,507,95,299,24,101,4,3,0,3,0,943,562,-381,60,2,7,-32768
6.893,28.928,0.32,0.1105,122,8,2236,774,14,67,0,16,2,3,0,0,0,10239,13823,3584,135,2,13,-32768
30.069,20.759,0.28,0.3273,86,8,2118,652,17,105,1,17,2,8,0,1,0,1753,3927,2174,224,2,13,-32768
28.212,-20.311,-2.28,0.0164,108,22,95,808,107,407,28,82,3,14,0,0,0,2526,1688,-838,67,2,7,-32768
16.796,-2.505,1.43,0.0064,32,46,389,674,99,311,26,107,9,1,0,7,0,1268,737,-531,58,2,7,-32768
21.74,-31.885,0.16,1e-04,37,7,1995,456,51,178,9,38,3,5,0,1,0,7334,11533,4199,157,2,13,-32768
9.588,16.764,0.55,0,149,8,0,598,30,107,3,26,1,9,0,1,0,906,897,-9,99,2,7,4
17.314,20.363,4.48,0,115,6,1222,735,15,59,0,21,3,5,0,0,0,1110,2044,934,184,2,13,-32768
35.635,11.678,9.7,0.0018,14,30,0,219,68,305,5,20,3,17,0,0,0,652,1530,878,235,2,7,2
11.012,26.118,0.38,0.0122,72,9,2094,216,13,52,0,20,1,3,0,0,0,21805,13321,-8484,61,2,13,-32768
42.576,3.063,3.11,0,16,17,744,638,53,238,7,58,2,7,0,1,0,622,378,-244,61,2,7,-32768
43.718,-24.311,-0.47,0.8924,182,20,24,399,14,120,7,55,3,8,0,6,406,1661,1373,-288,83,2,13,-32768
-9.434,14.912,2.78,0,98,25,126,777,50,196,9,35,1,10,0,2,0,893,2285,1392,256,2,7,-32768
-1.112,21.527,0.58,0.0019,98,7,1741,652,12,56,0,18,1,4,0,0,0,893,2285,1392,256,2,13,-32768
14.704,-5.18,-1.38,0.2677,32,36,621,819,86,330,20,102,3,2,0,4,0,1268,737,-531,58,2,7,-32768
37.95,34.303,2.32,0.5239,20,8,624,713,22,102,0,20,1,9,0,0,0,2855,3749,894,131,2,8,-32768
11.171,18.273,0.11,0.0035,149,7,76,652,19,63,2,24,2,6,0,0,0,906,897,-9,99,2,13,-32768
-13.521,15.684,3.95,0,99,22,40,598,49,252,7,31,1,13,0,1,0,1864,2288,424,123,2,7,-32768
-2.193,17.362,24.68,0.2691,98,10,376,598,27,153,2,28,1,11,0,1,0,893,2285,1392,256,2,7,-32768
18.109,-28.486,-0.11,0.6499,36,6,169,272,58,166,3,53,2,6,0,0,0,5716,9801,4085,171,2,13,-32768
1.215,25.137,0.59,0,122,6,3109,652,13,66,0,15,3,3,0,0,0,10239,13823,3584,135,2,13,-32768
32.748,25.716,8.11,0.0116,162,10,715,479,27,185,4,31,1,9,0,1,0,4918,8184,3266,166,2,9,-32768
27.6,0.047,4.01,1e-04,32,44,53,497,139,327,26,91,10,4,0,3,0,1268,737,-531,58,2,1,-32768
20.473,-5.495,11.18,0,32,35,810,674,103,311,14,76,4,3,0,4,0,1268,737,-531,58,2,7,-32768
-2.522,26.514,0.73,0.1136,122,9,1796,774,11,56,0,14,1,4,0,0,0,10239,13823,3584,135,2,13,-32768
42.613,2.101,2.62,0,16,22,991,638,57,248,12,57,2,8,0,1,0,622,378,-244,61,2,7,-32768
30.532,8.524,4.34,2e-04,15,24,504,698,80,322,13,38,5,17,0,3,0,1753,3927,2174,224,2,9,-32768
41.859,21.082,3.88,0,106,7,294,588,29,105,1,19,1,6,0,0,0,35343,50284,14941,142,2,13,-32768
-3.734,30.535,0.24,0.0257,122,10,791,486,24,99,1,21,1,4,0,0,0,10239,13823,3584,135,2,13,-32768
-7.041,32.697,-6,0.0783,27,17,313,424,36,176,5,19,1,7,0,0,0,5709,9657,3948,169,2,12,-32768
